SMILES,Shifts,Atom#,Solvent
C(C(C(C(C(=C([H])[H])F)([H])[H])([H])[H])([H])[H])#N,['-97.09'],[['7']],CDCl3
C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(=C([H])[H])F,['-108.47'],[['9']],CDCl3
C1(=C(C(=C(C(=C1[H])[H])C(F)(F)F)[H])[H])C(=C([H])[H])F,"['-108.72', '-63.42']","[['9'], ['11', '12', '13']]",CDCl3
C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(=C(C(=O)OC(C([H])([H])[H])([H])[H])[H])F,['-96.16'],[['9']],CDCl3
C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])F,['-114.2'],[['9']],CDCl3
C(C(C(C(C(=C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])F)([H])[H])([H])[H])([H])[H])([H])([H])[H],['-110.7'],[['10']],CDCl3
C(=C([H])[H])(F)C(C(C(=O)OC([H])([H])[H])(C(OC([H])([H])[H])=O)[H])([H])[H],['-97.34'],[['3']],CDCl3
C(=C([H])[H])(F)C(=O)OC(C([H])([H])[H])([H])[H],['-117.72'],[['3']],CDCl3
C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(C([H])([H])[H])(F)F,['-87.16'],"[['9', '10']]",CDCl3
C1(=C(C(=C(C(=C1[H])[H])OC([H])([H])[H])[H])[H])C(C([H])([H])[H])(F)F,['-86.4'],"[['9', '10']]",CDCl3
C1(=C(C(=C(C(=C1[H])[H])F)[H])[H])C(C([H])([H])[H])(F)F,"['-113.17', '-86.08']","[['11'], ['9', '10']]",CDCl3
C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])C(C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])(F)F,['-94.7'],"[['9', '16']]",CDCl3
O1C(=C(C(=C1[H])F)F)[H],['-182.0'],"[['6', '7']]",CDCl3
O1C(=C(C(=C1F)F)[H])[H],"['-188.0', '-130.0']","[['6'], ['7']]",CDCl3
O1C(=C(C(=C1F)[H])[H])F,['-123.0'],"[['6', '7']]",CDCl3
S1C(=C(C(=C1F)[H])[H])F,['-137.0'],"[['6', '7']]",CDCl3
S1C(=C(C(=C1[H])F)F)[H],['-139.0'],"[['6', '7']]",CDCl3
O1C(=C(C(=C1F)F)F)F,"['-196.0', '-137.0']","[['6', '7'], ['8', '9']]",CDCl3
O1C(=C(C(=C1F)F)F)[H],"['-195.0', '-171.0', '-122.0']","[['6'], ['8'], ['7']]",CDCl3
S1C(=C(C(=C1F)F)F)[H],"['-156.0', '-148.0', '-133.0']","[['6'], ['7'], ['8']]",CDCl3
S1C(=C(C(=C1F)F)F)F,"['-165.0', '-156.0']","[['8', '9'], ['6', '7']]",CDCl3
C1(=C(N=C(N=C1F)F)F)F,"['-172.0', '-70.0', '-43.0']","[['9'], ['8', '10'], ['7']]",CDCl3
C1(=C(N=C(N=C1F)F)[H])F,"['-156.0', '-72.0', '-46.0']","[['9'], ['8'], ['7']]",CDCl3
C1(=C(N=C(N=C1[H])F)[H])F,"['-142.0', '-48.0']","[['8'], ['7']]",CDCl3
C1(=C(C(=C(N=C1F)F)F)Cl)F,"['-141.0', '-88.0']","[['8', '10'], ['7', '9']]",CDCl3
C1(=C(C(=C(N=C1F)F)F)Br)F,"['-134.0', '-89.0']","[['8', '10'], ['7', '9']]",CDCl3
C1(=C(C(=C(C(=C1F)F)[H])F)F)C(N([H])[H])=O,"['-141.0', '-137.0']","[['10', '11'], ['9', '12']]",CDCl3
C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])[H])C([H])([H])[H])[H])[H])[H])F,['-113.0'],[['11']],CDCl3
C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])F,['-96.0'],[['11']],CDCl3
C1(=C(C(=C(C2=C1C(=C(C(=C2C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])[H])F,['-121.0'],[['11']],CDCl3
C1(=C(C(=C(C2=C1C(=C(C(=C2C([H])([H])[H])[H])[H])C([H])([H])[H])Cl)F)Cl)F,"['-111.0', '-110.0']","[['13'], ['11']]",CDCl3
C1(=C(C(=C(C2=C1C(=C(C(=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])[H])[H])[H])F,['-110.0'],[['11']],CDCl3
C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])[H])[H])Cl)F)Cl)F,"['-122.0', '-114.0']","[['11'], ['12']]",CDCl3
C(C(C(F)(Cl)Cl)(F)F)(F)(F)Cl,"['-113.5', '-70.76', '-64.45']","[['6', '7'], ['8'], ['4', '5']]",CDCl3
S(=O)(F)(F)(F)F,['92.0'],"[['3', '4', '5', '6']]",CDCl3
S(OF)(F)(F)(F)(F)F,"['46.0', '178.0']","[['3', '4', '5', '6', '8'], ['7']]",CDCl3
S(=O)(F)(OF)=O,"['35.0', '235.0']","[['5'], ['6']]",CDCl3
C(C(C(C(F)(F)F)(F)Cl)(Cl)Cl)(F)(F)F,"['-120.4', '-73.63', '-72.08']","[['8'], ['9', '10', '11'], ['5', '6', '7']]",CDCl3
ClC(C(C(F)(Cl)Cl)(F)Cl)(F)F,"['-120.87', '-63.94', '-61.01', '-58.92']","[['10'], ['7'], ['6'], ['5']]",CDCl3
FC(C(C(F)(Cl)Cl)(Cl)F)(F)F,"['-127.7', '-74.25', '-67.57']","[['8'], ['1', '5', '6'], ['9']]",CDCl3
C(C(C(C(F)(F)F)(Cl)Cl)(F)Cl)(F)(F)Cl,"['-113.54', '-71.7', '-59.89', '-59.85']","[['7'], ['12', '13', '14'], ['6'], ['5']]",CDCl3
FC(C(C(C(Cl)(F)F)(F)F)(Cl)Cl)(F)Cl,"['-104.71', '-62.79', '-59.11']","[['11', '12'], ['13', '14'], ['1', '7']]",CDCl3
FC(C(C(C(Cl)(F)F)(F)F)(Cl)Cl)(F)F,"['-107.18', '-74.1', '-63.29']","[['11', '12'], ['1', '7', '8'], ['13', '14']]",CDCl3
FC(C(C(C(F)(C(F)(F)F)Cl)(Cl)Cl)(Cl)F)(F)F,"['-114.09', '-71.98']","[['9', '13'], ['1', '7', '8', '15', '16', '17']]",CDCl3
FC(C(C(C(F)(C(F)(F)Cl)F)(Cl)Cl)(F)F)(F)F,"['-112.48', '-105.97', '-76.39', '-62.41']","[['9', '10'], ['13', '14'], ['1', '7', '8'], ['16', '17']]",CDCl3
O(C(=O)F)[H],['-12.5'],[['3']],CDCl3
C(C(C(F)(F)[H])(F)F)(F)([H])[H],"['-243.55', '-138.89', '-127.97']","[['5'], ['7', '8'], ['4', '6']]",CDCl3
C(C(C(F)(F)F)(F)[H])(F)([H])F,"['-217.3', '-131.54', '-131.14', '-76.4']","[['4'], ['5'], ['11'], ['7', '8', '9']]",CDCl3
C(C(C(F)(F)[H])(F)F)([H])(F)F,"['-138.63', '-135.08']","[['8', '9', '10', '11'], ['4', '6']]",CDCl3
C(C(C(C([H])([H])[H])([H])[H])(F)F)(F)(F)F,"['-120.66', '-85.84']","[['8', '9'], ['5', '6', '7']]",CDCl3
C(C(C(C([H])([H])[H])(F)F)([H])[H])(F)(F)F,"['-86.98', '-62.88']","[['10', '11'], ['5', '6', '7']]",CDCl3
C(OC(=O)F)([H])([H])[H],['-17.0'],[['5']],CDCl3
C1(=C(C(=C(C(=C1[H])[H])[H])[H])[H])OC(=O)F,['-16.6'],[['10']],CDCl3
C(C(C(C(OC(F)=O)([H])[H])([H])[H])([H])[H])([H])([H])[H],['-16.3'],[['8']],CDCl3
C1(=C(C(=C(C(=C1C(=O)F)[H])[H])[H])C(=O)F)[H],['20.0'],"[['11', '12']]",CDCl3
C(C(=O)F)(C([H])([H])[H])([H])[H],['43.9'],[['4']],CDCl3
C(S(=O)(=O)F)([H])([H])[H],['61.6'],[['3']],CDCl3
C1(C(OC(O1)=O)(C(OC(=O)F)([H])[H])[H])([H])[H],['-17.7'],[['10']],CDCl3
FC(=O)OC(C(OC(C(OC(C(OC(=O)F)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],['-16.8'],"[['1', '14']]",CDCl3
C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])(N(C(C([H])([H])[H])([H])[H])C(=O)F)[H])([H])[H])([H])[H],['20.2'],[['11']],CDCl3
C1(=C(C(=C(C(=C1N=NC2=C(C(=C(C(=C2[H])[H])C(=O)F)[H])[H])[H])[H])N(C([H])([H])[H])C([H])([H])[H])[H])[H],['21.0'],[['19']],CDCl3
ClC(C(C(C(=O)F)([H])[H])([H])[H])([H])[H],['45.7'],[['7']],CDCl3
ClC(C(C(C(=O)F)(C([H])([H])[H])[H])([H])[H])([H])[H],['38.7'],[['7']],CDCl3
FC(=O)F,['-19.0'],"[['1', '4']]",CDCl3
C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])OC([H])([H])[H])[H])[H])(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])F)[H])[H])OC([H])([H])[H])[H])[H],['-121.3'],[['20']],CDCl3
C(C(C(C(F)(F)F)([H])[H])(F)[H])(F)(F)F,"['-201.28', '-80.73', '-64.79']","[['8'], ['5', '6', '7'], ['9', '10', '11']]",CDCl3
C(C(C(C(F)(F)F)([H])[H])(F)F)(F)(F)F,"['-117.78', '-86.54', '-61.47']","[['8', '14'], ['5', '6', '7'], ['9', '10', '11']]",CDCl3
C(C(C(F)(F)F)(C(F)(F)F)[H])(F)(F)F,['-64.9'],"[['6', '7', '8', '9', '10', '11', '12', '13', '14']]",CDCl3
C(C(C(C(F)(F)F)(F)[H])(F)[H])(F)(F)F,"['-220.78', '-77.06']","[['7', '12'], ['5', '6', '8', '9', '10', '11']]",CDCl3
C(C(C(C(F)(F)F)(F)F)(F)F)(F)(F)[H],"['-137.61', '-130.29', '-127.82', '-81.41']","[['8', '9'], ['7', '14'], ['12', '13'], ['5', '10', '11']]",CDCl3
C(C(C(C(F)(F)F)([H])[H])([H])C([H])([H])[H])([H])([H])[H],['-64.08'],"[['5', '7', '8']]",CDCl3
C(C(C(C(F)(F)F)(F)F)([H])[H])(F)([H])C(F)(F)F,"['-199.46', '-117.93', '-116.95', '-86.32', '-80.86']","[['9'], ['13'], ['12'], ['5', '10', '11'], ['15', '16', '17']]",CDCl3
C(C(C(C(F)(F)F)(F)F)([H])F)([H])(C(F)(F)F)[H],"['-201.76', '-133.21', '-124.23', '-82.85', '-64.75']","[['14'], ['13'], ['12'], ['5', '10', '11'], ['15', '16', '17']]",CDCl3
C(C(C(C(F)(F)F)(F)F)([H])[H])(C(F)(F)F)(F)F,"['-116.46', '-86.71']","[['8', '9', '12', '13'], ['5', '10', '11', '15', '16', '17']]",CDCl3
C(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)([H])[H],"['-127.98', '-115.0', '-80.77', '-61.21']","[['12', '13'], ['7', '14'], ['5', '10', '11'], ['15', '16', '17']]",CDCl3
C(C(C(C(F)(F)F)(F)F)(F)[H])(C(F)(F)F)([H])F,"['-220.62', '-219.82', '-130.88', '-123.32', '-83.42', '-76.98']","[['7'], ['8'], ['13'], ['12'], ['5', '10', '11'], ['15', '16', '17']]",CDCl3
C(F)(F)(F)OC(C(F)(F)[H])(F)F,"['-142.4', '-94.6', '-58.8']","[['5', '6'], ['7', '8'], ['9', '10', '11']]",CDCl3
C(F)(F)(F)OC(C(F)(F)[N+]([O-])=O)(F)F,"['-105.9', '-93.3', '-58.5']","[['5', '6'], ['7', '8'], ['9', '10', '11']]",ether
C(F)(F)(F)OC(C(F)(F)F)(F)[N+]([O-])=O,"['-116.5', '-85.9', '-58.9']","[['5', '6', '12'], ['7'], ['9', '10', '11']]",ether
C(C1(OC1(C(F)(F)F)F)F)(F)(F)F,"['-160.3', '-79.15']","[['6', '7'], ['8', '9', '10', '11', '12', '13']]",CDCl3
C(C1(OC1(C(F)(F)C(F)(F)F)F)F)(F)(F)F,"['-159.6', '-155.9', '-127.7', '-126.6', '-86.3', '-78.8']","[['7'], ['6'], ['10'], ['9'], ['14', '15', '16'], ['11', '12', '13']]",CDCl3
C(C1(OC1(C(F)(F)C(F)(F)C(F)(F)F)F)F)(F)(F)F,"['-159.2', '-154.9', '-129.4', '-125.5', '-122.6', '-84.0', '-78.86']","[['7'], ['6'], ['15', '16'], ['9'], ['10'], ['17', '18', '19'], ['11', '12', '13']]",CDCl3
C(C1(OC1(C(F)(F)C(F)(F)F)F)C(F)(F)F)(F)(F)F,"['-147.8', '-124.9', '-122.6', '-84.6', '-69.7', '-68.7']","[['6'], ['10'], ['9'], ['17', '18', '19'], ['14', '15', '16'], ['11', '12', '13']]",CDCl3
C1(C(F)(F)O1)(C(F)(F)F)F,"['-157.9', '-114.9', '-111.4', '-78.8']","[['8'], ['10'], ['9'], ['5', '6', '7']]",CDCl3
C(C(C(F)(F)F)(C(F)(F)F)F)(C(F)(F)C(F)(F)F)=O,"['-191.0', '-120.9', '-82.5', '-74.2']","[['19'], ['6', '7'], ['16', '17', '18'], ['10', '11', '12', '13', '14', '15']]",CDCl3
FC(C(C(C(C1(F)OC1(F)F)(F)F)(F)F)(F)F)(F)F,"['-166.3', '-154.9', '-128.9', '-126.7', '-125.7', '-122.9', '-113.3', '-83.9']","[['19'], ['17'], ['11', '12'], ['16'], ['13', '14'], ['15'], ['8'], ['1', '9', '10']]",CDCl3
C(C(F)(F)C(C(C(F)(F)F)(F)F)([H])Cl)(F)(F)F,"['-120.66', '-113.46', '-113.45', '-81.33']","[['13', '15'], ['14'], ['12'], ['6', '7', '8', '9', '10', '11']]",CDCl3
C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)([H])[H])(F)(F)F,"['-116.46', '-75.55', '-59.5']","[['12', '13'], ['9', '10', '11'], ['6', '7', '8']]",CDCl3
C(C(C(C(C(F)(F)F)(F)F)(Cl)Cl)([H])[H])(F)(F)Cl,"['-116.32', '-75.42', '-48.48']","[['12', '13'], ['9', '10', '11'], ['7', '8']]",CDCl3
C(C(C(C(C(Cl)(Cl)Cl)([H])[H])(Cl)Cl)(F)F)(F)(F)F,"['-116.2', '-74.93']","[['9', '10'], ['6', '7', '8']]",CDCl3
C(C(F)(F)C(C(F)(F)F)([H])Cl)(F)(F)F,"['-121.52', '-116.52', '-81.75', '-69.08']","[['8'], ['9'], ['5', '6', '7'], ['10', '11', '12']]",CDCl3
C(C(C(Cl)(Cl)Cl)([H])[H])(F)(F)Cl,['-51.1'],"[['4', '5']]",CDCl3
C(C(C(Cl)(Cl)F)([H])[H])(F)(F)Cl,"['-52.8', '-50.86']","[['9'], ['4', '5']]",CDCl3
C(C(C(Cl)(Cl)[H])([H])[H])(F)(F)F,['-62.1'],"[['4', '5', '6']]",CDCl3
C(C(C(Cl)(Cl)Cl)([H])[H])(F)(F)F,['-62.21'],"[['4', '5', '6']]",CDCl3
C(C(C(F)(F)Cl)([H])[H])(F)(F)F,"['-63.09', '-51.07']","[['4', '5', '6'], ['7', '8']]",CDCl3
C(C(C(F)(F)[H])(Cl)F)(F)(F)Cl,"['-135.86', '-131.23', '-128.14', '-65.63', '-65.34']","[['10'], ['8'], ['7'], ['6'], ['5']]",CDCl3
C(C(C(F)(F)[H])(F)F)(F)(Cl)Cl,"['-134.83', '-124.53', '-73.34']","[['7', '8'], ['10', '11'], ['6']]",CDCl3
C(C(C(F)(F)Cl)(F)F)(F)([H])Cl,"['-153.44', '-128.39', '-117.63', '-68.89']","[['6'], ['11'], ['10'], ['7', '8']]",CDCl3
C(C(C(C(Cl)([H])F)([H])[H])(Cl)Cl)(F)(F)F,"['-129.88', '-80.22']","[['14'], ['5', '6', '7']]",CDCl3
C(C(C(C(Cl)([H])[H])([H])[H])(Cl)Cl)(F)(F)F,['-80.02'],"[['5', '6', '7']]",CDCl3
C(C(C(C(Cl)([H])Cl)([H])[H])(Cl)Cl)(F)(F)F,['-80.22'],"[['5', '6', '7']]",CDCl3
C(C(C([H])(F)F)(F)F)(F)(F)Cl,"['-136.64', '-128.53', '-70.19']","[['10', '11'], ['8', '9'], ['6', '7']]",CDCl3
C(C(C(F)(F)F)(F)Cl)(F)(Cl)[H],"['-145.46', '-132.23', '-78.86']","[['6'], ['8'], ['4', '10', '11']]",CDCl3
C(C(C(F)(F)F)(F)F)(Cl)([H])Cl,"['-120.31', '-79.72']","[['8', '9'], ['4', '10', '11']]",CDCl3
C(C(C(F)(F)F)([H])Cl)(Cl)([H])Cl,['-68.45'],"[['4', '10', '11']]",CDCl3
C(C(C(F)(F)F)(Cl)Cl)(Cl)([H])Cl,['-72.85'],"[['4', '10', '11']]",CDCl3
C(C(C([H])(Cl)Cl)(F)F)([H])(F)F,"['-137.97', '-125.45']","[['5', '6'], ['7', '8']]",CDCl3
C(C(C(Cl)(F)F)([H])[H])(F)(F)Cl,['-50.93'],"[['5', '6', '9', '10']]",CDCl3
C(C(C([H])(F)F)(Cl)Cl)(Cl)(F)F,"['-122.82', '-60.9']","[['8', '9'], ['10', '11']]",CDCl3
C(C(C([H])(Cl)Cl)(F)F)(F)(F)Cl,"['-116.19', '-66.1']","[['7', '8'], ['4', '5']]",CDCl3
C(C(C(Cl)(Cl)F)([H])[H])(F)(F)F,"['-62.62', '-52.92']","[['4', '5', '6'], ['9']]",CDCl3
C(C(C([H])(Cl)F)([H])Cl)(F)(F)F,"['-135.94', '-68.26']","[['11'], ['4', '5', '6']]",CDCl3
C(C(C(Cl)([H])F)(Cl)Cl)(F)(F)F,"['-135.02', '-74.8']","[['11'], ['4', '5', '6']]",CDCl3
C(C(C([H])(Cl)Cl)(F)Cl)(F)(F)F,"['-122.03', '-76.86']","[['7'], ['4', '5', '6']]",CDCl3
C1(=[N+](C(=C(N1C(C(F)(C(F)(F)F)OC(C(F)(C(F)(F)F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F)([H])[H])[H])[H])[H])[H].C(S(=O)([O-])=O)(F)(F)F,"['-144.2', '-134.8', '-129.4', '-81.7', '-81.3', '-80.5', '-80.2', '-79.5', '-78.8', '-77.4']","[['23'], ['16'], ['31', '32'], ['22'], ['18', '19', '20', '33', '34', '35'], ['29'], ['30'], ['25', '26', '27'], ['41', '42', '43'], ['21']]",(CD3)2CO
C1(=C(C(=C(C(=C1S(=O)(=O)F)[H])S(=O)(=O)F)[H])S(=O)(=O)F)N([H])[H],"['61.4', '68.5']","[['17', '19'], ['18']]","DMSO-D6, C2D6SO"
C1(=C(C(=C(C(=C1S(=O)(=O)F)[H])S(=O)(=O)F)[H])S(=O)(=O)F)OC([H])([H])[H],"['63.7', '67.5']","[['17', '19'], ['18']]",CDCl3
C1(=[N+](C(=C(N1C([H])([H])[H])[H])[H])C(C([H])([H])[H])([H])[H])[H].C1(=C(C(=C(C(=C1S(=O)(=O)F)[H])S(=O)(=O)F)[H])S(=O)(=O)F)[O-],"['55.9', '69.6']","[['25', '27'], ['26']]",CDCl3
C1(=[N+](C(=C(N1C([H])([H])[H])[H])[H])C(C(F)(F)[H])(F)F)[H].C1(=C(C(=C(C(=C1S(=O)(=O)F)[H])S(=O)(=O)F)[H])S(=O)(=O)F)[O-],"['-137.4', '-99.1', '55.5', '69.2']","[['30', '31'], ['28', '29'], ['25', '27'], ['26']]",CDCl3
C1(=C(C(=C(C(=C1S(=O)(=O)F)[H])S(=O)(=O)F)[H])S(=O)(=O)F)OC2=C(C(=C(C(=C2[H])[H])[H])[H])[H],"['64.6', '66.4']","[['17', '19'], ['18']]",CDCl3
C1(=C(C(=C(C(=C1S(=O)(OC(C(F)(F)F)([H])[H])=O)[H])S(OC(C(F)(F)F)([H])[H])(=O)=O)[H])S(OC(C(F)(F)F)([H])[H])(=O)=O)OC(C(F)(F)F)([H])[H],"['-72.1', '-72.0']","[['31', '32', '33', '34', '35', '36', '37', '38', '39'], ['28', '29', '30']]",CDCl3
C1(=C(C(=C(C(=C1S(=O)(=O)F)[H])S(=O)(=O)F)[H])S(=O)(=O)F)[H],['67.6'],"[['16', '17', '18']]",CDCl3
C1(=C(C(=C(C(=C1S(=O)(=O)F)[H])S(=O)(=O)F)F)S(=O)(=O)F)[H],"['-89.0', '65.5', '67.3']","[['19'], ['17', '18'], ['16']]",CDCl3
C1(=[N+](C(=C(N1C(C(F)(C(F)(F)F)OC(C(OC(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F)(F)F)([H])[H])[H])[H])C(C(F)(C(F)(F)F)OC(C(OC(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F)(F)F)([H])[H])[H].C(S(=O)([O-])=O)(F)(F)F,"['-144.2', '-134.8', '-129.3', '-81.3', '-81.2', '-80.4', '-79.5', '-78.4', '-77.3']","[['39', '66'], ['28', '55'], ['42', '43', '69', '70'], ['30', '31', '32', '57', '58', '59'], ['27', '44', '45', '54', '71', '72'], ['40', '41', '67', '68'], ['36', '37', '38', '63', '64', '65'], ['16', '17', '18'], ['33', '34', '60', '61']]",CDCl3
C(C(C(C(C(C(C(C(C(=O)O[H])(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)(F)F,"['-125.9', '-123.0', '-122.6', '-121.7', '-116.8', '-81.7']","[['24', '25'], ['22', '23'], ['14', '15'], ['16', '17', '18', '19', '20', '21'], ['12', '13'], ['26', '27', '28']]",CDCl3
C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)(F)F,"['-127.0', '-123.0', '-121.7', '-120.9', '-81.8', '-68.7']","[['22', '23'], ['20', '21'], ['14', '15', '16', '17', '18', '19'], ['12', '13'], ['24', '25', '26'], ['10', '11']]",CDCl3
C(C(C(C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)(F)F,"['-126.9', '-123.0', '-121.7', '-118.0', '-81.8', '-64.0']","[['22', '23'], ['20', '21'], ['14', '15', '16', '17', '18', '19'], ['12', '13'], ['24', '25', '26'], ['10', '11']]",CDCl3
C(C(C(C(C(C(C(C(F)(F)I)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)(F)F,"['-126.8', '-123.0', '-121.7', '-113.7', '-81.8', '-59.0']","[['22', '23'], ['20', '21'], ['14', '15', '16', '17', '18', '19'], ['12', '13'], ['24', '25', '26'], ['10', '11']]",CDCl3
C(C(C(C(C(C(C(C(F)(F)C(C(F)(F)C(C(I)([H])[H])([H])[H])(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)(F)F,"['-126.3', '-123.6', '-122.8', '-121.8', '-121.7', '-121.6', '-115.2', '-80.5']","[['22', '23'], ['28', '29'], ['20', '21'], ['18', '19'], ['12', '13'], ['10', '11', '14', '15', '16', '17'], ['30', '31'], ['24', '25', '26']]",CDCl3
C(C(N=O)(F)Cl)(F)(F)F,"['-125.0', '-70.0']","[['4'], ['5', '6', '7']]",CDCl3
C(C(C(OC(C(C(OC(C(C(OC(C(C(OC(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)(F)F,"['-129.9', '-128.9', '-88.24', '-87.23', '-83.94', '-82.91', '-81.63']","[['7', '8'], ['17', '18', '27', '28', '37', '38'], ['44', '45'], ['46', '47', '48'], ['5', '6'], ['15', '16', '19', '20', '25', '26', '29', '30', '35', '36', '39', '40'], ['9', '10', '41']]",CDCl3
C(F)(F)(C(F)(F)F)[H],"['-142.0', '-90.0']","[['3', '4'], ['5', '6', '7']]",CDCl3
C(C(C(F)(F)F)(F)SF)(F)(F)F,"['-361.0', '-158.9', '-73.9']","[['12'], ['11'], ['5', '6', '7', '8', '9', '10']]",neat
C(C(S(F)(F)(F)(F)F)(F)F)(F)(F)C(F)(F)F,"['-127.4', '-94.1', '-81.2', '44.4', '61.8']","[['12', '13'], ['9', '10'], ['14', '15', '16'], ['5', '6', '7', '8'], ['4']]",CDCl3
S(C(F)(F)C(F)(F)F)(F)(F)(F)(F)F,"['-92.1', '-82.1', '42.2', '61.0']","[['7', '8'], ['11', '12', '13'], ['4', '5', '9', '10'], ['3']]",CDCl3
S(F)(F)(F)F,"['71.0', '118.0']","[['2', '5'], ['3', '4']]",CDCl3
C(C(F)(F)F)(C(F)(F)F)(F)S(F)(F)F,"['-197.0', '-165.0', '-74.27', '-54.3']","[['12'], ['5'], ['6', '7', '8', '9', '10', '11'], ['13', '14']]",CDCl3
C(C(F)(F)F)(F)(S(F)(F)(C(F)(F)F)(F)F)F,"['-97.9', '-82.8', '-65.1', '23.2']","[['3', '5'], ['7', '8', '9'], ['13', '14', '15'], ['6', '11', '12', '16']]",CDCl3
C(C(Cl)(Cl)Cl)(F)(F)F,['-81.89'],"[['6', '7', '8']]",CDCl3
C(F)(F)(F)F,['-63.3'],"[['2', '3', '4', '5']]",CFCl3
C(F)(F)(F)F,['-68.6'],"[['2', '3', '4', '5']]",gas phase
C(C(C(F)(F)F)(F)F)(F)(F)F,"['-134.1', '-86.1']","[['5', '9'], ['4', '6', '7', '8', '10', '11']]",neat
C(C(C(F)(F)F)(F)F)(F)(F)F,"['-131.18', '-82.82']","[['5', '9'], ['4', '6', '7', '8', '10', '11']]",CFCl3
C1(C(=C(C(C(C1(F)F)(F)F)(F)F)Cl)C(C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])([H])[H])=O,"['-133.8', '-126.6', '-111.7']","[['11', '12'], ['9', '10'], ['13', '14']]",neat
C1(C(C(C(C(C1(F)F)(F)F)(F)F)=O)(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])=O,"['-134.0', '-121.0']","[['11', '12'], ['9', '10', '13', '14']]",neat
C1(C(=C(C(C(C1(F)F)(F)F)(F)F)Cl)C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=O,"['-133.8', '-126.8', '-111.6']","[['11', '12'], ['9', '10'], ['13', '14']]",neat
C1(=C(C(=C(C(=C1C(C(C(C(=O)C(Cl)(F)F)([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H],['-68.7'],"[['14', '15']]",neat
C(C([N+](O)=O)(F)F)(O=S([O-])(=O)=F)(F)F,"['-102.72', '-85.33', '48.92']","[['5', '6'], ['7', '8'], ['14']]",neat
C(C(F)(F)[N+]([O-])=O)(F)(F)[N+]([O-])=O,['-99.0'],"[['3', '4', '5', '6']]",neat
O(C(F)(F)F)S(=O)(=O)F,"['-58.55', '44.34']","[['3', '4', '5'], ['9']]",neat
C=1(C(=C(C(=C(C1C(F)(F)F)F)F)F)F)F,"['-160.0', '-147.0', '-141.0', '-55.0']","[['12', '14'], ['13'], ['11', '15'], ['8', '9', '10']]",CDCl3
C1(=C(C(=C(C(=C1[H])[H])C([H])([H])[H])C([H])([H])[H])[H])F,['-123.0'],[['7']],CDCl3
C1(=C(C(=C(C(=C1[H])[H])C([H])([H])[H])C([H])([H])[H])[H])F,['-123.0'],[['7']],CCl4
O1C(C(OC(C1(F)F)(F)F)(F)F)(F)F,['-91.0'],"[['7', '8', '9', '10', '11', '12', '13', '14']]",CDCl3
C(O[H])(F)(F)F,['-55.0'],"[['3', '4', '5']]",neat
C(C(C(F)(F)OC(C(F)(F)F)(F)F)(F)F)(F)(F)F,"['-133.0', '-92.0', '-91.0', '-88.0', '-85.0']","[['9', '10'], ['14', '15'], ['16', '17', '18'], ['11', '12'], ['6', '7', '8']]",CDCl3
